epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
1,315.74,0.79458,2.47133,0.11056,0.32605,0.01913,3.55695,0.95566,0.95782,0.98713,0.81762,0.84514,0.76348,0.80455,0.62773,0.79471,2.26976,0.04194,0.30726,0.01769,0,0.000666087,0.000666087,0.000666087
